test,item,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
132,11,2.946883e+01,2.695670e-01,2.262923e+01,2.930142e+01,3.479258e+01,1.216335e+01,7.252260e+02,1.251790e+03,8.808569e+01,7.348588e+01,1.968624e+00,6.975521e-01,5.136490e-01,1.894018e+00,3.212868e+00,2.699219e+00,3.426300e+01,2.029598e+01,2.594584e+01,1.779762e+01,1.558624e+00,8.325639e-01,1.735306e+01,1.099616e+00,-3.986442e+00,-3.814964e+00,2.162608e+01,7.562903e-01,4.476471e+00,4.059175e+00,5.098635e-02,2.017045e+00,1.337834e+00,9.278928e-01,3.456023e+00,1.359962e+00,4.502715e+00,3.073525e+00,8.598483e+00,1.721965e+00,6.997548e+02,4.737329e-01,1.080179e+03,2.754923e-01,-5.695079e+01,-1.290374e+00,1.732593e+03,2.050596e-01,7.745284e+02,3.438802e-01,-5.262928e+01,-1.284265e+00,2.733587e+03,1.351662e-01,7.864389e+02,3.232792e-01,-5.251353e+01,-1.282155e+00,-7.489393e+00,-1.307677e+00,1.408602e+01,7.195038e-01,2.959735e-02,1.816438e+00,-1.268677e-02,-1.292769e+00,1.828965e+00,6.948441e-01,2.242326e+01,7.352067e-01,-6.486757e+00,-2.361180e+00,2.318021e+01,7.282870e-01,3.309371e+00,5.924982e+00,-7.410421e-01,8.399259e+00,-2.833598e-02,1.773348e-03,4.511609e-01,4.351330e+00,2.265372e+00,3.489286e-01,2.590689e-01,8.250000e-02,6.417749e-02,-1.825426e+01
132,12,3.827209e+01,9.482657e-02,3.556316e+01,3.765074e+01,4.108472e+01,5.521568e+00,7.930010e+01,6.521624e+01,1.048523e+02,2.242163e+02,1.976808e+00,7.462635e-01,5.760726e-01,1.661829e+00,3.266939e+00,2.690866e+00,3.723230e+01,2.227992e+01,2.879005e+01,1.410088e+01,1.543994e+00,9.499322e-01,7.032910e+00,2.418462e+00,-4.791625e+00,-3.371966e+00,7.043481e+00,2.052339e+00,-6.460750e+00,-3.065542e+00,2.760725e-02,1.790868e+00,1.044295e+00,8.006812e-01,6.227255e+00,7.204558e-01,9.318565e+00,9.896821e-01,1.044897e+01,9.468893e-01,6.834913e+02,4.890877e-01,1.118632e+03,3.277935e-01,-8.898007e+01,-9.965780e-01,1.708960e+03,1.689044e-01,9.068986e+02,5.119782e-01,-7.242206e+01,-1.123008e+00,2.620649e+03,1.317459e-01,9.673878e+02,4.655410e-01,-7.229749e+01,-1.125690e+00,-5.844633e+00,-1.406142e+00,1.321172e+01,7.451031e-01,7.296892e-02,6.250878e-01,-1.275682e-02,-1.072106e+00,2.042854e+00,7.241232e-01,1.284810e+01,1.107062e+00,-7.957675e+00,-2.032960e+00,8.298584e+00,1.851229e+00,-1.272376e+01,-1.538607e+00,2.148992e+00,5.179193e+00,-1.825964e-02,3.959822e-04,4.440749e-01,4.416094e+00,2.369200e+00,2.837500e-01,2.283968e-01,1.230435e-01,1.168959e-01,-1.911820e+01
132,13,2.311545e+01,1.593985e-01,2.023839e+01,2.278085e+01,2.609808e+01,5.859692e+00,3.282798e+02,2.772670e+02,4.855048e+01,3.727872e+01,7.738435e-01,7.372265e-01,1.139299e-01,7.797406e-01,1.220073e+00,1.106143e+00,1.236946e+01,7.107128e+00,1.128231e+01,5.844426e+00,5.305782e-01,8.329378e-01,2.147452e+01,8.228814e-01,1.041995e+01,1.118763e+00,1.884611e+01,8.472493e-01,1.055237e+01,1.226706e+00,3.635397e-02,1.186933e+00,1.510383e+00,1.027842e+00,3.567048e+00,9.788662e-01,6.849236e+00,2.452034e+00,2.398731e+01,5.824816e-01,4.443800e+02,3.348439e-01,1.124817e+03,1.886979e-01,-6.952965e+01,-1.195280e+00,1.500424e+03,1.460620e-01,8.391180e+02,4.256531e-01,-7.945253e+01,-9.582747e-01,2.487635e+03,8.439976e-02,7.997065e+02,3.322468e-01,-8.129982e+01,-9.179166e-01,-1.648175e+01,-5.179431e-01,2.513873e+01,3.488269e-01,-9.033348e-04,-3.571996e+01,-1.383897e-02,-9.612107e-01,7.054202e-01,5.835199e-01,2.972721e+01,3.952673e-01,1.031375e+01,1.201094e+00,2.180751e+01,7.727563e-01,1.141328e+01,1.267892e+00,-6.529343e+00,1.533742e+01,-2.719288e-02,3.918788e-03,1.422600e-01,4.038630e+00,2.385159e+00,2.822222e-01,1.891567e-01,1.240000e-01,1.084804e-01,-2.472845e+01
132,14,3.528537e+01,1.532278e-01,3.271612e+01,3.616107e+01,3.850949e+01,5.793365e+00,1.306711e+02,1.177843e+02,1.840165e+02,3.926456e+02,2.674537e+00,7.062631e-01,5.944370e-01,2.592627e+00,4.379324e+00,3.784887e+00,4.471020e+01,2.073963e+01,4.191846e+01,2.404331e+01,3.588371e+00,8.799479e-01,1.778958e+01,1.038833e+00,1.746274e+00,8.216167e+00,8.364160e+00,1.678826e+00,-8.433668e+00,-1.948615e+00,4.551204e-02,2.233928e+00,1.221395e+00,1.083976e+00,6.676344e+00,7.469418e-01,9.882766e+00,2.186538e+00,1.992207e+01,1.080705e+00,5.393145e+02,3.716449e-01,1.237379e+03,2.273216e-01,-7.549346e+01,-1.182993e+00,1.617738e+03,1.549914e-01,9.158412e+02,5.304041e-01,-7.316329e+01,-1.063219e+00,2.614474e+03,1.053545e-01,9.318824e+02,6.556667e-01,-7.495489e+01,-1.019251e+00,-1.320933e+01,-6.332245e-01,2.148968e+01,4.360718e-01,6.375827e-02,6.587458e-01,-2.632267e-02,-5.847169e-01,4.750388e+00,6.287889e-01,2.504846e+01,5.757045e-01,-7.307172e-02,-2.002599e+02,1.014352e+01,1.452797e+00,-1.442787e+01,-1.034292e+00,-2.649124e+00,8.928610e+00,-2.060006e-03,-9.187069e-03,8.590258e-01,5.009108e+00,2.568807e+00,2.667857e-01,2.682623e-01,1.025000e-01,1.110542e-01,-1.090835e+01
132,15,2.679347e+01,2.344354e-01,2.111311e+01,2.664544e+01,3.308752e+01,1.197441e+01,2.349064e+02,3.515494e+02,6.276325e+01,6.130929e+01,1.421699e+00,7.211569e-01,2.196618e-01,1.468066e+00,2.468338e+00,2.248676e+00,2.617054e+01,1.444442e+01,2.301713e+01,1.140856e+01,9.999040e-01,8.067088e-01,1.825536e+01,7.962002e-01,2.265317e+00,6.060998e+00,1.151670e+01,1.188728e+00,1.667150e+01,8.526055e-01,3.173537e-02,1.647874e+00,1.445746e+00,9.354764e-01,3.215057e+00,1.543991e+00,4.571622e+00,2.165134e+00,1.399819e+01,6.005012e-01,6.086119e+02,4.696692e-01,1.185700e+03,2.382108e-01,-7.501147e+01,-1.123997e+00,1.607235e+03,2.005467e-01,9.108017e+02,2.975788e-01,-7.203824e+01,-1.113696e+00,2.569067e+03,1.242637e-01,8.205344e+02,2.615550e-01,-7.378179e+01,-1.070579e+00,-9.026672e+00,-8.107675e-01,1.656735e+01,4.522465e-01,2.443320e-02,2.046977e+00,-1.017308e-02,-1.338980e+00,1.319222e+00,5.528240e-01,2.320217e+01,5.175417e-01,-7.575707e-01,-1.807183e+01,1.167525e+01,1.282266e+00,1.644222e+01,9.625916e-01,-1.015595e+01,2.009816e+01,-5.746476e-02,7.109935e-04,2.778549e-01,4.947669e+00,2.679426e+00,2.514286e-01,1.564269e-01,1.051852e-01,1.421103e-01,-2.178298e+01
132,16,2.651672e+01,1.980060e-01,2.383184e+01,2.703103e+01,3.007057e+01,6.238726e+00,2.674659e+02,5.425255e+02,1.233715e+02,1.362051e+02,8.120202e-01,6.933084e-01,1.729375e-01,8.530149e-01,1.308132e+00,1.135195e+00,1.248189e+01,8.507361e+00,1.024520e+01,6.596953e+00,5.636489e-01,8.787897e-01,1.996076e+01,7.778504e-01,1.021422e+01,1.422160e+00,1.634373e+01,8.373122e-01,3.332649e+00,3.791583e+00,4.366780e-02,1.695991e+00,1.267044e+00,1.021457e+00,4.626424e+00,1.017302e+00,1.122293e+01,1.724328e+00,2.518616e+01,5.498764e-01,5.989674e+02,3.361235e-01,1.256717e+03,1.845353e-01,-8.918765e+01,-9.761347e-01,1.658473e+03,1.602324e-01,9.498646e+02,4.626897e-01,-9.615768e+01,-8.319651e-01,2.679784e+03,1.002945e-01,7.646929e+02,5.531286e-01,-9.736411e+01,-8.099573e-01,-1.758475e+01,-4.851297e-01,2.567937e+01,3.397867e-01,2.150851e-02,2.065691e+00,-2.357029e-02,-6.559271e-01,8.126634e-01,5.661095e-01,2.788145e+01,4.029782e-01,1.327987e+01,9.891412e-01,2.060547e+01,6.901844e-01,1.168162e+00,1.170200e+01,-6.347473e+00,1.398019e+01,-2.211169e-03,-6.732719e-03,1.806201e-01,4.280702e+00,2.327222e+00,2.506061e-01,1.751525e-01,1.593750e-01,1.737803e-01,-2.447346e+01
132,17,2.346943e+01,3.718488e-01,1.909972e+01,2.151561e+01,2.524946e+01,6.149734e+00,3.072900e+02,3.208875e+02,1.350136e+02,1.207830e+02,1.045553e+00,8.989003e-01,2.879315e-03,1.008150e+00,1.988518e+00,1.985639e+00,2.258943e+01,1.506122e+01,1.938490e+01,1.208296e+01,9.970896e-01,9.365858e-01,1.237971e+01,1.252484e+00,9.038418e+00,1.212910e+00,1.315962e+01,1.100271e+00,1.149503e+01,9.465018e-01,4.348935e-02,1.880029e+00,1.384592e+00,9.016814e-01,2.562159e+00,1.606312e+00,7.746274e+00,1.628202e+00,2.087498e+01,5.724810e-01,5.109373e+02,4.255947e-01,1.101701e+03,2.564915e-01,-1.063124e+02,-8.275235e-01,1.548440e+03,1.756536e-01,7.634227e+02,4.417661e-01,-1.106744e+02,-7.447433e-01,2.553157e+03,1.020045e-01,7.893278e+02,4.376859e-01,-1.089424e+02,-7.540342e-01,-1.462585e+01,-6.251689e-01,2.310460e+01,4.068383e-01,-4.903426e-02,-6.606054e-01,-1.487816e-02,-9.253765e-01,1.565231e+00,5.357749e-01,2.005102e+01,7.268500e-01,1.277295e+01,8.685115e-01,1.835683e+01,8.572360e-01,1.551014e+01,6.998746e-01,-1.549010e+01,2.531900e+01,1.148534e-02,8.116653e-03,6.323394e-01,4.151223e+00,3.055141e+00,1.626829e-01,1.386525e-01,1.766667e-01,2.495410e-01,-2.050451e+01
132,18,3.273439e+01,1.660152e-01,2.922672e+01,3.199355e+01,3.705199e+01,7.825272e+00,4.033156e+02,8.010010e+02,9.927133e+01,1.954620e+02,1.657520e+00,7.514271e-01,8.466695e-03,1.920084e+00,2.809394e+00,2.800927e+00,2.614847e+01,2.285757e+01,2.212495e+01,1.652705e+01,1.385795e+00,9.225535e-01,1.259321e+01,1.201052e+00,8.398005e+00,1.465862e+00,1.569866e+01,1.075222e+00,-4.786490e+00,-3.096543e+00,3.776159e-02,1.893847e+00,1.068471e+00,1.122940e+00,7.097023e+00,6.890696e-01,1.144805e+01,1.572473e+00,2.088748e+01,8.381753e-01,5.324544e+02,3.867092e-01,1.171423e+03,2.257663e-01,-9.585277e+01,-9.443058e-01,1.658988e+03,1.736661e-01,8.216287e+02,5.751585e-01,-9.789585e+01,-8.303958e-01,2.645019e+03,1.010864e-01,8.494053e+02,6.557476e-01,-9.759404e+01,-8.320910e-01,-1.448337e+01,-6.353612e-01,2.186242e+01,4.149338e-01,4.502977e-02,7.213051e-01,-2.192258e-02,-7.628824e-01,1.987843e+00,5.901800e-01,2.158764e+01,4.898804e-01,1.030324e+01,1.388972e+00,2.371537e+01,6.427700e-01,-9.533334e+00,-1.727686e+00,-3.220745e+00,1.032272e+01,5.946106e-02,6.671728e-03,8.525807e-01,3.521127e+00,2.354326e+00,2.437500e-01,1.583144e-01,1.772222e-01,1.993964e-01,-1.627069e+01
132,19,3.424880e+01,2.110851e-01,2.855258e+01,3.498409e+01,4.010868e+01,1.155610e+01,2.487020e+02,2.824053e+02,1.901810e+02,5.046099e+02,1.245525e+00,6.819198e-01,3.035766e-01,1.234275e+00,2.123474e+00,1.819898e+00,2.312584e+01,1.394639e+01,1.575403e+01,9.167442e+00,1.024798e+00,8.426114e-01,1.124091e+01,1.470142e+00,1.055116e+01,1.377648e+00,1.127208e+00,1.435277e+01,-5.734489e+00,-3.146641e+00,4.566099e-02,1.678388e+00,1.091510e+00,8.649101e-01,5.225919e+00,1.045254e+00,9.125850e+00,1.462662e+00,1.955960e+01,7.136253e-01,5.099572e+02,5.191949e-01,1.031975e+03,2.070520e-01,-8.303226e+01,-1.084780e+00,1.556246e+03,2.157333e-01,6.652495e+02,4.167533e-01,-7.068720e+01,-1.103226e+00,2.603437e+03,1.306634e-01,6.364149e+02,5.946290e-01,-7.322373e+01,-1.036642e+00,-1.058821e+01,-8.005310e-01,2.011456e+01,4.652668e-01,6.307424e-02,7.080504e-01,-1.688785e-02,-8.712615e-01,1.319418e+00,6.182926e-01,1.567577e+01,8.804796e-01,1.030688e+01,1.494600e+00,2.969082e-02,5.997271e+02,-1.052536e+01,-1.776672e+00,-3.331590e+00,1.096968e+01,3.159485e-03,-1.926638e-03,3.142704e-01,4.497139e+00,2.216749e+00,3.166667e-01,1.806777e-01,1.176923e-01,9.644878e-02,-2.232589e+01
132,20,3.815465e+01,1.423206e-01,3.386488e+01,3.838488e+01,4.267411e+01,8.809238e+00,2.789850e+02,4.880458e+02,1.331281e+02,3.834810e+02,1.447026e+00,7.857769e-01,3.068270e-01,1.280550e+00,2.385453e+00,2.078626e+00,2.142161e+01,1.324989e+01,1.856987e+01,1.046886e+01,1.059635e+00,1.087887e+00,1.026051e+01,1.681315e+00,-1.474849e+00,-1.227631e+01,2.189433e+00,6.988379e+00,-5.688694e+00,-3.738595e+00,3.247063e-02,1.908488e+00,1.153093e+00,9.439223e-01,7.176371e+00,6.261271e-01,4.662621e+00,2.277334e+00,1.305372e+01,8.213310e-01,6.900248e+02,4.358838e-01,1.194721e+03,2.604119e-01,-8.245515e+01,-1.073532e+00,1.691034e+03,1.650611e-01,9.340949e+02,4.900025e-01,-7.350932e+01,-1.105399e+00,2.711351e+03,1.136462e-01,8.660208e+02,5.796534e-01,-7.555930e+01,-1.053979e+00,-9.356921e+00,-8.370429e-01,1.813562e+01,5.244434e-01,5.201254e-02,9.711941e-01,-1.375856e-02,-1.063518e+00,1.421663e+00,8.434284e-01,1.616122e+01,8.326274e-01,-6.631143e+00,-2.775400e+00,1.059561e+00,1.557786e+01,-1.276907e+01,-1.635892e+00,-5.627716e+00,1.331082e+01,2.591550e-03,5.751205e-03,3.226471e-01,3.445801e+00,2.305475e+00,2.915625e-01,1.675393e-01,1.290000e-01,1.037417e-01,-2.124086e+01
132,21,2.249821e+01,1.795212e-01,1.922369e+01,2.279681e+01,2.583131e+01,6.607626e+00,2.483791e+02,2.864539e+02,4.794942e+01,2.570351e+01,1.186617e+00,7.063860e-01,2.984093e-01,1.154905e+00,1.810934e+00,1.512525e+00,1.730571e+01,8.498498e+00,1.740603e+01,9.252918e+00,7.760861e-01,6.955030e-01,1.717277e+01,9.614772e-01,1.000181e+01,1.058115e+00,1.848982e+01,9.045013e-01,9.465807e+00,1.534079e+00,5.123178e-02,1.835143e+00,1.373453e+00,1.031520e+00,2.637625e+00,1.506126e+00,9.466127e+00,1.234077e+00,1.929808e+01,9.355301e-01,5.969768e+02,4.572554e-01,1.099650e+03,2.169286e-01,-6.221634e+01,-1.236851e+00,1.628483e+03,1.944500e-01,7.332746e+02,3.838756e-01,-6.666721e+01,-1.099203e+00,2.622907e+03,1.347724e-01,7.075632e+02,4.162942e-01,-6.693748e+01,-1.091713e+00,-1.192610e+01,-6.426459e-01,1.821517e+01,4.345797e-01,-1.305281e-02,-2.935311e+00,-1.378326e-02,-9.601728e-01,9.582713e-01,4.990318e-01,2.293837e+01,5.213032e-01,8.060362e+00,1.336409e+00,2.096428e+01,8.422294e-01,7.970160e+00,1.962583e+00,-1.219330e+01,2.079264e+01,-8.147980e-02,-2.774353e-04,2.494763e-01,4.491979e+00,2.580645e+00,2.804167e-01,1.683864e-01,8.956522e-02,1.148337e-01,-2.282697e+01
132,22,3.875006e+01,1.545695e-01,3.433407e+01,3.839159e+01,4.414433e+01,9.810257e+00,9.780970e+01,6.130235e+01,6.979306e+01,6.230925e+01,1.691768e+00,6.721997e-01,4.861678e-01,1.665409e+00,2.799383e+00,2.313215e+00,2.584469e+01,1.603863e+01,1.916244e+01,1.050419e+01,1.287833e+00,8.464749e-01,9.190454e+00,1.667143e+00,-3.977761e+00,-4.821249e+00,7.625990e+00,2.016865e+00,-1.596309e+01,-1.377260e+00,3.561459e-02,1.600859e+00,1.181558e+00,8.379592e-01,6.129049e+00,7.576432e-01,7.388394e+00,1.627881e+00,1.060983e+01,1.803378e+00,6.770174e+02,4.736830e-01,1.091285e+03,3.242065e-01,-6.761653e+01,-1.235721e+00,1.738270e+03,1.798687e-01,8.510558e+02,5.331674e-01,-5.815619e+01,-1.235048e+00,2.749959e+03,1.175548e-01,9.154846e+02,6.071335e-01,-5.835753e+01,-1.224155e+00,-7.466219e+00,-1.051499e+00,1.583978e+01,5.527341e-01,9.391546e-02,5.026153e-01,-1.400796e-02,-1.061864e+00,1.595582e+00,6.533836e-01,1.302336e+01,9.815148e-01,-8.263937e+00,-2.272815e+00,8.283089e+00,1.961353e+00,-2.225167e+01,-9.201084e-01,-2.252055e+00,9.469143e+00,2.835207e-02,-1.160021e-04,2.992960e-01,4.213938e+00,2.198697e+00,3.466667e-01,2.400309e-01,9.360000e-02,7.837754e-02,-2.114064e+01
132,23,2.143003e+01,3.376147e-01,1.761741e+01,2.061424e+01,2.304523e+01,5.427820e+00,4.684283e+02,5.223751e+02,7.651556e+01,8.047684e+01,9.824631e-01,7.813247e-01,7.516953e-02,1.007706e+00,1.722469e+00,1.647299e+00,1.739107e+01,1.010426e+01,1.411715e+01,8.021670e+00,6.112431e-01,7.991873e-01,1.722586e+01,9.850079e-01,3.719191e+00,3.063067e+00,1.911409e+01,7.407452e-01,8.717728e+00,1.491653e+00,3.539319e-02,1.576064e+00,1.679831e+00,7.609789e-01,1.371702e+00,2.722437e+00,5.291946e+00,3.684680e+00,1.588030e+01,8.656986e-01,6.144664e+02,4.624470e-01,1.083730e+03,2.513748e-01,-7.896204e+01,-1.076284e+00,1.611111e+03,2.120402e-01,7.808192e+02,2.926406e-01,-8.079649e+01,-1.019234e+00,2.622023e+03,1.451876e-01,7.517021e+02,3.506975e-01,-8.249700e+01,-9.686202e-01,-9.654293e+00,-8.926027e-01,1.781373e+01,5.077968e-01,-2.581901e-02,-1.251609e+00,-4.487764e-03,-3.142450e+00,8.396727e-01,4.771675e-01,2.434694e+01,6.131204e-01,2.104311e-01,5.239131e+01,2.105096e+01,7.456023e-01,6.378142e+00,2.059386e+00,-1.273550e+01,2.214437e+01,-7.719775e-02,5.465182e-03,1.727268e-01,4.510704e+00,2.459646e+00,2.581250e-01,2.086180e-01,1.218182e-01,1.694278e-01,-2.524559e+01
132,24,3.456766e+01,2.039255e-01,3.131645e+01,3.495684e+01,4.033481e+01,9.018362e+00,1.645865e+02,1.197926e+02,9.006802e+01,8.590006e+01,2.315622e+00,6.456742e-01,7.702448e-01,2.337976e+00,3.722068e+00,2.951823e+00,3.487508e+01,1.804913e+01,2.890293e+01,1.541901e+01,2.599232e+00,8.268117e-01,1.693216e+01,1.038166e+00,4.844215e+00,3.361344e+00,9.639825e+00,1.350019e+00,-4.675311e+00,-4.505044e+00,4.963334e-02,1.874469e+00,1.204427e+00,1.100177e+00,6.722575e+00,7.637023e-01,7.917251e+00,2.471707e+00,1.883105e+01,9.750728e-01,6.184789e+02,3.425441e-01,1.261167e+03,1.981074e-01,-7.348438e+01,-1.149988e+00,1.681630e+03,1.646596e-01,8.927522e+02,5.242854e-01,-7.655972e+01,-9.905343e-01,2.692924e+03,1.045795e-01,8.246399e+02,5.371338e-01,-7.778204e+01,-9.605622e-01,-1.422152e+01,-5.154701e-01,2.191697e+01,3.823614e-01,5.938792e-02,8.190143e-01,-2.251811e-02,-6.630456e-01,3.357395e+00,6.031311e-01,2.427146e+01,5.187724e-01,3.049475e+00,5.466820e+00,9.456878e+00,1.453379e+00,-1.029962e+01,-2.060228e+00,-2.102713e+00,7.543685e+00,-1.702844e-02,-7.493740e-03,8.548778e-01,4.331798e+00,2.409639e+00,2.857692e-01,2.336199e-01,1.175000e-01,1.242394e-01,-1.332149e+01
132,25,2.852667e+01,2.371639e-01,2.379427e+01,2.682815e+01,3.464489e+01,1.085062e+01,2.953439e+02,3.579328e+02,6.740501e+01,4.377546e+01,2.827067e+00,6.784746e-01,8.678182e-01,2.566715e+00,4.839284e+00,3.971466e+00,5.117385e+01,2.412519e+01,3.875197e+01,2.032571e+01,2.976388e+00,7.523350e-01,1.318047e+01,1.123598e+00,6.336366e+00,2.014276e+00,1.447807e+01,1.289826e+00,5.311308e+00,2.932540e+00,4.643471e-02,1.495853e+00,1.362911e+00,9.483816e-01,2.453493e+00,1.917495e+00,5.478327e+00,2.576154e+00,1.391163e+01,1.457601e+00,6.678858e+02,4.829062e-01,9.764388e+02,2.756521e-01,-5.608157e+01,-1.373383e+00,1.697896e+03,1.892474e-01,7.172701e+02,3.535895e-01,-5.404850e+01,-1.309942e+00,2.726508e+03,1.434349e-01,5.826304e+02,4.432841e-01,-5.401588e+01,-1.294641e+00,-8.843686e+00,-7.998158e-01,1.558851e+01,4.975177e-01,3.225602e-02,1.319892e+00,-1.301602e-02,-1.068797e+00,3.572632e+00,5.828837e-01,1.686238e+01,7.126279e-01,4.760284e+00,2.654364e+00,1.554133e+01,1.273676e+00,3.284700e+00,4.852253e+00,-6.057224e+00,1.392357e+01,-4.177358e-02,9.790583e-04,7.480871e-01,5.319149e+00,2.332361e+00,3.308333e-01,3.043698e-01,7.956521e-02,7.433639e-02,-1.358663e+01
132,26,2.947597e+01,2.367201e-01,2.423020e+01,2.905394e+01,3.545188e+01,1.122168e+01,2.295512e+02,1.853854e+02,1.037409e+02,9.536556e+01,5.803935e-01,8.847560e-01,6.405099e-02,5.186506e-01,1.026816e+00,9.627646e-01,1.079388e+01,6.393063e+00,7.333764e+00,6.215747e+00,4.668573e-01,1.105231e+00,1.897589e+01,7.084869e-01,1.650157e+01,5.712165e-01,2.043645e+01,6.827357e-01,6.152271e+00,2.422714e+00,3.947754e-02,1.587314e+00,1.427757e+00,1.141827e+00,6.593249e+00,8.542761e-01,8.247519e+00,2.892743e+00,2.112210e+01,1.165523e+00,5.986069e+02,3.777174e-01,1.282592e+03,1.835887e-01,-1.036445e+02,-8.229958e-01,1.711280e+03,1.352866e-01,9.295510e+02,5.232826e-01,-1.077784e+02,-7.191560e-01,2.776362e+03,1.084253e-01,7.824656e+02,6.699618e-01,-1.086430e+02,-7.058412e-01,-2.188354e+01,-3.718370e-01,3.055616e+01,3.099127e-01,-9.448026e-03,-5.711376e+00,-1.986523e-02,-7.012435e-01,6.733972e-01,8.270986e-01,2.544128e+01,4.081913e-01,1.790348e+01,5.599546e-01,2.550589e+01,5.796090e-01,3.373108e-01,4.903936e+01,-1.818827e+01,2.683089e+01,-6.806812e-02,-8.790011e-03,2.050752e-01,3.369066e+00,2.997694e+00,1.774359e-01,1.260996e-01,1.461111e-01,1.913588e-01,-2.437013e+01
